time ,strain(micro),F
3.00E-05,-3768.60667,-0.275662147
0.0000304,-3768.408947,-0.282154683
3.08E-05,-3768.205866,-0.288340265
0.0000312,-3767.997648,-0.294223102
3.16E-05,-3767.784531,-0.299807517
0.000032,-3767.566762,-0.305097946
3.24E-05,-3767.344604,-0.310098929
0.0000328,-3767.118334,-0.314815107
3.32E-05,-3766.88824,-0.319251216
0.0000336,-3766.654626,-0.323412079
3.40E-05,-3766.417808,-0.327302607
0.0000344,-3766.178114,-0.330927784
3.48E-05,-3765.935888,-0.334292672
0.0000352,-3765.691485,-0.337402397
3.56E-05,-3765.445274,-0.340262149
0.000036,-3765.197635,-0.342877174
3.64E-05,-3764.948965,-0.34525277
0.0000368,-3764.699668,-0.347394282
3.72E-05,-3764.450166,-0.349307095
0.0000376,-3764.200888,-0.350996631
3.80E-05,-3763.952279,-0.352468342
0.0000384,-3763.704794,-0.353727705
3.88E-05,-3763.458899,-0.354780219
0.0000392,-3763.215073,-0.3556314
3.96E-05,-3762.973805,-0.356286773
0.00004,-3762.735593,-0.356751869
4.04E-05,-3762.500949,-0.357032222
0.0000408,-3762.270392,-0.357133363
4.12E-05,-3762.044451,-0.357060814
0.0000416,-3761.823666,-0.356820085
4.20E-05,-3761.608585,-0.356416671
0.0000424,-3761.399763,-0.355856044
4.28E-05,-3761.197765,-0.355143654
0.0000432,-3761.003162,-0.35428492
4.36E-05,-3760.816535,-0.353285228
0.000044,-3760.638468,-0.352149928
4.44E-05,-3760.469553,-0.350884329
0.0000448,-3760.310388,-0.349493697
4.52E-05,-3760.161576,-0.347983249
0.0000456,-3760.023724,-0.34635815
4.60E-05,-3759.897444,-0.344623512
0.0000464,-3759.78335,-0.342784389
4.68E-05,-3759.682061,-0.340845775
0.0000472,-3759.594197,-0.338812598
4.76E-05,-3759.520379,-0.336689722
0.000048,-3759.461232,-0.334481941
4.84E-05,-3759.417378,-0.332193976
0.0000488,-3759.389442,-0.329830474
4.92E-05,-3759.378047,-0.327396007
0.0000496,-3759.383814,-0.324895065
5.00E-05,-3759.407363,-0.322332061
0.0000504,-3759.449311,-0.319711323
5.08E-05,-3759.510271,-0.317037092
0.0000512,-3759.590854,-0.314313525
5.16E-05,-3759.691664,-0.311544691
0.000052,-3759.8133,-0.308734569
5.24E-05,-3759.956357,-0.305887046
0.0000528,-3760.121422,-0.303005916
5.32E-05,-3760.309073,-0.300094883
0.0000536,-3760.519883,-0.297157554
5.40E-05,-3760.754413,-0.294197441
0.0000544,-3761.013218,-0.29121796
5.48E-05,-3761.29684,-0.288222431
0.0000552,-3761.605812,-0.285214076
5.56E-05,-3761.940654,-0.282196021
0.000056,-3762.301876,-0.279171291
5.64E-05,-3762.689973,-0.276142817
0.0000568,-3763.105429,-0.273113427
5.72E-05,-3763.54871,-0.270085856
0.0000576,-3764.020271,-0.267062737
5.80E-05,-3764.520551,-0.264046606
0.0000584,-3765.049972,-0.261039902
5.88E-05,-3765.60894,-0.258044967
0.0000592,-3766.197842,-0.255064047
5.96E-05,-3766.817051,-0.25209929
0.00006,-3767.466919,-0.249152751
6.04E-05,-3768.14778,-0.246226387
0.0000608,-3768.859948,-0.243322065
6.12E-05,-3769.603716,-0.240441558
0.0000616,-3770.379361,-0.237586546
6.20E-05,-3771.187133,-0.234758619
0.0000624,-3772.027265,-0.231959278
6.28E-05,-3772.899967,-0.229189935
0.0000632,-3773.805427,-0.226451915
6.36E-05,-3774.743808,-0.223746457
0.000064,-3775.715253,-0.221074717
6.44E-05,-3776.719879,-0.218437766
0.0000648,-3777.757782,-0.215836596
6.52E-05,-3778.829032,-0.213272117
0.0000656,-3779.933674,-0.210745162
6.60E-05,-3781.071729,-0.208256488
0.0000664,-3782.243195,-0.205806775
6.68E-05,-3783.448041,-0.203396631
0.0000672,-3784.686213,-0.201026594
6.76E-05,-3785.957631,-0.198697131
0.000068,-3787.26219,-0.19640864
6.84E-05,-3788.599756,-0.194161457
0.0000688,-3789.970174,-0.191955849
6.92E-05,-3791.373258,-0.189792024
0.0000696,-3792.808799,-0.187670129
7.00E-05,-3794.27656,-0.185590253
0.0000704,-3795.776279,-0.183552427
7.08E-05,-3797.307668,-0.181556631
0.0000712,-3798.870412,-0.179602787
7.16E-05,-3800.46417,-0.177690772
0.000072,-3802.088576,-0.175820411
7.24E-05,-3803.743236,-0.173991483
0.0000728,-3805.427734,-0.172203723
7.32E-05,-3807.141625,-0.170456822
0.0000736,-3808.88444,-0.168750431
7.40E-05,-3810.655687,-0.167084162
0.0000744,-3812.454846,-0.165457588
7.48E-05,-3814.281375,-0.163870251
0.0000752,-3816.134705,-0.162321655
7.56E-05,-3818.014248,-0.160811275
0.000076,-3819.919387,-0.159338557
7.64E-05,-3821.849486,-0.157902917
0.0000768,-3823.803884,-0.156503747
7.72E-05,-3825.7819,-0.155140414
0.0000776,-3827.78283,-0.153812261
7.80E-05,-3829.805949,-0.152518612
0.0000784,-3831.850511,-0.151258772
7.88E-05,-3833.915749,-0.150032027
0.0000792,-3836.00088,-0.148837649
7.96E-05,-3838.105097,-0.147674893
0.00008,-3840.227579,-0.146543004
8.04E-05,-3842.367484,-0.145441213
0.0000808,-3844.523955,-0.144368745
8.12E-05,-3846.696116,-0.143324814
0.0000816,-3848.883079,-0.142308626
8.20E-05,-3851.083937,-0.141319385
0.0000824,-3853.29777,-0.140356287
8.28E-05,-3855.523646,-0.139418529
0.0000832,-3857.760618,-0.138505303
8.36E-05,-3860.007726,-0.137615803
0.000084,-3862.264001,-0.136749221
8.44E-05,-3864.528462,-0.135904754
0.0000848,-3866.800118,-0.135081601
8.52E-05,-3869.07797,-0.134278964
0.0000856,-3871.361008,-0.133496052
8.60E-05,-3873.648217,-0.132732077
0.0000864,-3875.938575,-0.131986262
8.68E-05,-3878.231053,-0.131257835
0.0000872,-3880.524618,-0.130546034
8.76E-05,-3882.818233,-0.129850108
0.000088,-3885.110855,-0.129169313
8.84E-05,-3887.401443,-0.128502921
0.0000888,-3889.68895,-0.127850211
8.92E-05,-3891.972329,-0.127210479
0.0000896,-3894.250535,-0.126583032
9.00E-05,-3896.522522,-0.12596719
0.0000904,-3898.787245,-0.125362292
9.08E-05,-3901.043663,-0.124767686
0.0000912,-3903.290737,-0.124182741
9.16E-05,-3905.527432,-0.123606839
0.000092,-3907.752717,-0.123039381
9.24E-05,-3909.965569,-0.122479781
0.0000928,-3912.164968,-0.121927475
9.32E-05,-3914.349904,-0.121381915
0.0000936,-3916.519372,-0.12084257
9.40E-05,-3918.672377,-0.120308928
0.0000944,-3920.807932,-0.119780497
9.48E-05,-3922.925063,-0.119256802
0.0000952,-3925.022801,-0.118737389
9.56E-05,-3927.100194,-0.118221823
0.000096,-3929.156298,-0.117709687
9.64E-05,-3931.190183,-0.117200586
0.0000968,-3933.200931,-0.116694142
9.72E-05,-3935.187639,-0.11619
0.0000976,-3937.149417,-0.115687823
9.80E-05,-3939.08539,-0.115187295
0.0000984,-3940.994698,-0.114688119
9.88E-05,-3942.876498,-0.114190018
0.0000992,-3944.729961,-0.113692737
9.96E-05,-3946.554278,-0.113196039
0.0001,-3948.348653,-0.112699707
1.00E-04,-3950.112311,-0.112203545
0.0001008,-3951.844493,-0.111707376
1.01E-04,-3953.544458,-0.111211042
0.0001016,-3955.211485,-0.110714405
1.02E-04,-3956.844872,-0.110217347
0.0001024,-3958.443934,-0.109719768
1.03E-04,-3960.008007,-0.109221587
0.0001032,-3961.536448,-0.108722742
1.04E-04,-3963.028631,-0.108223188
0.000104,-3964.483954,-0.1077229
1.04E-04,-3965.90183,-0.10722187
0.0001048,-3967.281699,-0.106720106
1.05E-04,-3968.623017,-0.106217637
0.0001056,-3969.925262,-0.105714503
1.06E-04,-3971.187934,-0.105210766
0.0001064,-3972.410553,-0.104706501
1.07E-04,-3973.592661,-0.104201798
0.0001072,-3974.73382,-0.103696765
1.08E-04,-3975.833615,-0.103191523
0.000108,-3976.891651,-0.102686206
1.08E-04,-3977.907555,-0.102180964
0.0001088,-3978.880975,-0.10167596
1.09E-04,-3979.811581,-0.101171368
0.0001096,-3980.699063,-0.100667377
1.10E-04,-3981.543133,-0.100164185
0.0001104,-3982.343525,-0.099662004
1.11E-04,-3983.099995,-0.099161054
0.0001112,-3983.812317,-0.098661567
1.12E-04,-3984.480288,-0.098163782
0.000112,-3985.103728,-0.097667951
1.12E-04,-3985.682475,-0.09717433
0.0001128,-3986.216388,-0.096683185
1.13E-04,-3986.70535,-0.096194789
0.0001136,-3987.149261,-0.095709421
1.14E-04,-3987.548044,-0.095227364
0.0001144,-3987.90164,-0.09474891
1.15E-04,-3988.210013,-0.094274351
0.0001152,-3988.473147,-0.093803986
1.16E-04,-3988.691043,-0.093338116
0.000116,-3988.863726,-0.092877044
1.16E-04,-3988.991238,-0.092421076
0.0001168,-3989.073643,-0.091970518
1.17E-04,-3989.111021,-0.091525676
0.0001176,-3989.103475,-0.091086858
1.18E-04,-3989.051125,-0.090654368
0.0001184,-3988.954112,-0.090228511
1.19E-04,-3988.812594,-0.089809588
0.0001192,-3988.626747,-0.089397899
1.20E-04,-3988.396769,-0.088993739
0.00012,-3988.122873,-0.088597399
1.20E-04,-3987.805291,-0.088209165
0.0001208,-3987.444275,-0.087829319
1.21E-04,-3987.040092,-0.087458134
0.0001216,-3986.593028,-0.087095881
1.22E-04,-3986.103386,-0.086742819
0.0001224,-3985.571486,-0.086399202
1.23E-04,-3984.997666,-0.086065274
0.0001232,-3984.382279,-0.085741273
1.24E-04,-3983.725698,-0.085427423
0.000124,-3983.028307,-0.085123943
1.24E-04,-3982.290511,-0.084831038
0.0001248,-3981.512728,-0.084548903
1.25E-04,-3980.695393,-0.084277723
0.0001256,-3979.838957,-0.08401767
1.26E-04,-3978.943883,-0.083768904
0.0001264,-3978.010651,-0.083531573
1.27E-04,-3977.039758,-0.083305812
0.0001272,-3976.031711,-0.083091742
1.28E-04,-3974.987034,-0.082889471
0.000128,-3973.906264,-0.082699095
1.28E-04,-3972.789951,-0.082520692
0.0001288,-3971.638659,-0.08235433
1.29E-04,-3970.452966,-0.082200061
0.0001296,-3969.23346,-0.08205792
1.30E-04,-3967.980745,-0.081927931
0.0001304,-3966.695433,-0.081810101
1.31E-04,-3965.378151,-0.081704423
0.0001312,-3964.029538,-0.081610874
1.32E-04,-3962.65024,-0.081529417
0.000132,-3961.240919,-0.08146
1.32E-04,-3959.802245,-0.081402554
0.0001328,-3958.334898,-0.081356998
1.33E-04,-3956.839569,-0.081323234
0.0001336,-3955.316959,-0.08130115
1.34E-04,-3953.767776,-0.081290619
0.0001344,-3952.192739,-0.081291501
1.35E-04,-3950.592576,-0.081303638
0.0001352,-3948.968022,-0.081326863
1.36E-04,-3947.319821,-0.081360991
0.000136,-3945.648724,-0.081405824
1.36E-04,-3943.955489,-0.081461153
0.0001368,-3942.240882,-0.081526755
1.37E-04,-3940.505675,-0.081602391
0.0001376,-3938.750646,-0.081687815
1.38E-04,-3936.97658,-0.081782765
0.0001384,-3935.184266,-0.08188697
1.39E-04,-3933.3745,-0.082000145
0.0001392,-3931.548081,-0.082121998
1.40E-04,-3929.705814,-0.082252223
0.00014,-3927.848509,-0.082390506
1.40E-04,-3925.976977,-0.082536524
0.0001408,-3924.092034,-0.082689945
1.41E-04,-3922.194501,-0.082850427
0.0001416,-3920.285198,-0.083017623
1.42E-04,-3918.36495,-0.083191177
0.0001424,-3916.434585,-0.083370726
1.43E-04,-3914.494929,-0.083555903
0.0001432,-3912.546813,-0.083746334
1.44E-04,-3910.591067,-0.08394164
0.000144,-3908.628523,-0.084141438
1.44E-04,-3906.660011,-0.084345342
0.0001448,-3904.686365,-0.084552962
1.45E-04,-3902.708413,-0.084763906
0.0001456,-3900.726988,-0.08497778
1.46E-04,-3898.742918,-0.08519419
0.0001464,-3896.75703,-0.08541274
1.47E-04,-3894.77015,-0.085633035
0.0001472,-3892.783102,-0.08585468
1.48E-04,-3890.796707,-0.086077283
0.000148,-3888.811782,-0.086300452
1.48E-04,-3886.829143,-0.0865238
0.0001488,-3884.8496,-0.086746941
1.49E-04,-3882.873959,-0.086969495
0.0001496,-3880.903025,-0.087191084
1.50E-04,-3878.937593,-0.087411339
0.0001504,-3876.978458,-0.087629894
1.51E-04,-3875.026405,-0.08784639
0.0001512,-3873.082216,-0.088060474
1.52E-04,-3871.146667,-0.088271803
0.000152,-3869.220525,-0.08848004
1.52E-04,-3867.304553,-0.088684858
0.0001528,-3865.399504,-0.088885937
1.53E-04,-3863.506125,-0.08908297
0.0001536,-3861.625155,-0.089275658
1.54E-04,-3859.757324,-0.089463712
0.0001544,-3857.903354,-0.089646855
1.55E-04,-3856.063958,-0.089824823
0.0001552,-3854.239838,-0.089997362
1.56E-04,-3852.431689,-0.09016423
0.000156,-3850.640194,-0.0903252
1.56E-04,-3848.866027,-0.090480055
0.0001568,-3847.10985,-0.090628594
1.57E-04,-3845.372314,-0.090770628
0.0001576,-3843.65406,-0.090905982
1.58E-04,-3841.955717,-0.091034496
0.0001584,-3840.277901,-0.091156023
1.59E-04,-3838.621217,-0.091270431
0.0001592,-3836.986257,-0.091377603
1.60E-04,-3835.3736,-0.091477436
0.00016,-3833.783812,-0.091569843
1.60E-04,-3832.217446,-0.091654749
0.0001608,-3830.67504,-0.091732098
1.61E-04,-3829.15712,-0.091801845
0.0001616,-3827.664197,-0.091863961
1.62E-04,-3826.196766,-0.091918433
0.0001624,-3824.75531,-0.091965262
1.63E-04,-3823.340295,-0.092004461
0.0001632,-3821.952174,-0.09203606
1.64E-04,-3820.591381,-0.092060102
0.000164,-3819.258338,-0.092076645
1.64E-04,-3817.95345,-0.092085759
0.0001648,-3816.677106,-0.092087529
1.65E-04,-3815.429677,-0.09208205
0.0001656,-3814.211521,-0.092069433
1.66E-04,-3813.022977,-0.0920498
0.0001664,-3811.864367,-0.092023284
1.67E-04,-3810.735999,-0.09199003
0.0001672,-3809.638162,-0.091950196
1.68E-04,-3808.571126,-0.091903947
0.000168,-3807.535148,-0.091851461
1.68E-04,-3806.530465,-0.091792924
0.0001688,-3805.557297,-0.091728533
1.69E-04,-3804.615845,-0.091658491
0.0001696,-3803.706296,-0.091583011
1.70E-04,-3802.828817,-0.091502312
0.0001704,-3801.983556,-0.091416622
1.71E-04,-3801.170646,-0.091326172
0.0001712,-3800.3902,-0.091231202
1.72E-04,-3799.642315,-0.091131955
0.000172,-3798.927068,-0.09102868
1.72E-04,-3798.244521,-0.090921628
0.0001728,-3797.594715,-0.090811054
1.73E-04,-3796.977676,-0.090697216
0.0001736,-3796.393411,-0.090580374
1.74E-04,-3795.841908,-0.090460788
0.0001744,-3795.32314,-0.09033872
1.75E-04,-3794.83706,-0.090214431
0.0001752,-3794.383605,-0.090088183
1.76E-04,-3793.962694,-0.089960234
0.000176,-3793.574228,-0.089830842
1.76E-04,-3793.218092,-0.089700262
0.0001768,-3792.894154,-0.089568747
1.77E-04,-3792.602264,-0.089436543
0.0001776,-3792.342255,-0.089303896
1.78E-04,-3792.113944,-0.089171044
0.0001784,-3791.917133,-0.089038219
1.79E-04,-3791.751604,-0.08890565
0.0001792,-3791.617126,-0.088773556
1.80E-04,-3791.513452,-0.088642151
0.00018,-3791.440316,-0.088511641
1.80E-04,-3791.397441,-0.088382222
0.0001808,-3791.384532,-0.088254085
1.81E-04,-3791.401278,-0.088127407
0.0001816,-3791.447357,-0.08800236
1.82E-04,-3791.52243,-0.087879102
0.0001824,-3791.626142,-0.087757784
1.83E-04,-3791.758128,-0.087638543
0.0001832,-3791.918006,-0.087521508
1.84E-04,-3792.105382,-0.087406793
0.000184,-3792.31985,-0.087294503
1.84E-04,-3792.560989,-0.087184729
0.0001848,-3792.828367,-0.087077551
1.85E-04,-3793.121539,-0.086973035
0.0001856,-3793.440048,-0.086871235
1.86E-04,-3793.783428,-0.08677219
0.0001864,-3794.151199,-0.086675928
1.87E-04,-3794.542872,-0.086582463
0.0001872,-3794.957946,-0.086491793
1.88E-04,-3795.395912,-0.086403906
0.000188,-3795.856249,-0.086318773
1.88E-04,-3796.33843,-0.086236353
0.0001888,-3796.841916,-0.08615659
1.89E-04,-3797.366161,-0.086079415
0.0001896,-3797.91061,-0.086004743
1.90E-04,-3798.474703,-0.085932477
0.0001904,-3799.057869,-0.085862506
1.91E-04,-3799.659532,-0.085794705
0.0001912,-3800.279111,-0.085728934
1.92E-04,-3800.916017,-0.085665041
0.000192,-3801.569655,-0.08560286
1.92E-04,-3802.239426,-0.085542211
0.0001928,-3802.924727,-0.085482902
1.93E-04,-3803.624949,-0.085424727
0.0001936,-3804.33948,-0.085367467
1.94E-04,-3805.067704,-0.085310891
0.0001944,-3805.809003,-0.085254757
1.95E-04,-3806.562754,-0.085198809
0.0001952,-3807.328336,-0.08514278
1.96E-04,-3808.105123,-0.08508639
0.000196,-3808.892488,-0.085029351
1.96E-04,-3809.689804,-0.084971361
0.0001968,-3810.496443,-0.08491211
1.97E-04,-3811.311778,-0.084851274
0.0001976,-3812.135182,-0.084788524
1.98E-04,-3812.966028,-0.084723518
0.0001984,-3813.80369,-0.084655905
1.99E-04,-3814.647547,-0.084585327
0.0001992,-3815.496976,-0.084511417
2.00E-04,-3816.351359,-0.084433799
0.0002,-3817.210081,-0.08435209
2.00E-04,-3818.072529,-0.084265901
0.0002008,-3818.938094,-0.084174835
2.01E-04,-3819.806173,-0.084078488
0.0002016,-3820.676166,-0.083976452
2.02E-04,-3821.547479,-0.083868312
0.0002024,-3822.419522,-0.08375365
2.03E-04,-3823.291712,-0.083632042
0.0002032,-3824.163472,-0.08350306
2.04E-04,-3825.034232,-0.083366274
0.000204,-3825.903427,-0.083221248
2.04E-04,-3826.770502,-0.083067547
0.0002048,-3827.634907,-0.082904732
2.05E-04,-3828.496103,-0.082732362
0.0002056,-3829.353557,-0.082549997
2.06E-04,-3830.206745,-0.082357195
0.0002064,-3831.055153,-0.082153514
2.07E-04,-3831.898276,-0.081938513
0.0002072,-3832.735618,-0.081711752
2.08E-04,-3833.566695,-0.081472792
0.000208,-3834.39103,-0.081221198
2.08E-04,-3835.20816,-0.080956535
0.0002088,-3836.01763,-0.080678374
2.09E-04,-3836.818999,-0.080386287
0.0002096,-3837.611835,-0.080079853
2.10E-04,-3838.395719,-0.079758654
0.0002104,-3839.170244,-0.079422278
2.11E-04,-3839.935014,-0.079070318
0.0002112,-3840.689647,-0.078702377
2.12E-04,-3841.433773,-0.078318061
0.000212,-3842.167034,-0.077916985
2.12E-04,-3842.889087,-0.077498775
0.0002128,-3843.599601,-0.077063061
2.13E-04,-3844.298259,-0.076609486
0.0002136,-3844.984757,-0.076137702
2.14E-04,-3845.658805,-0.075647372
0.0002144,-3846.320128,-0.075138168
2.15E-04,-3846.968464,-0.074609777
0.0002152,-3847.603566,-0.074061895
2.16E-04,-3848.225201,-0.073494233
0.000216,-3848.833152,-0.072906515
2.16E-04,-3849.427214,-0.072298479
0.0002168,-3850.0072,-0.071669876
2.17E-04,-3850.572935,-0.071020474
0.0002176,-3851.124261,-0.070350057
2.18E-04,-3851.661035,-0.069658422
0.0002184,-3852.183127,-0.068945386
2.19E-04,-3852.690425,-0.068210782
0.0002192,-3853.182831,-0.067454461
2.20E-04,-3853.660262,-0.066676291
0.00022,-3854.122651,-0.065876162
2.20E-04,-3854.569947,-0.065053979
0.0002208,-3855.002111,-0.06420967
2.21E-04,-3855.419124,-0.063343182
0.0002216,-3855.820979,-0.062454484
2.22E-04,-3856.207686,-0.061543563
0.0002224,-3856.579269,-0.060610432
2.23E-04,-3856.935768,-0.059655122
0.0002232,-3857.277239,-0.05867769
2.24E-04,-3857.603751,-0.057678212
0.000224,-3857.915389,-0.05665679
2.24E-04,-3858.212253,-0.05561355
0.0002248,-3858.494457,-0.054548639
2.25E-04,-3858.762132,-0.05346223
0.0002256,-3859.01542,-0.052354521
2.26E-04,-3859.254479,-0.051225734
0.0002264,-3859.479482,-0.050076115
2.27E-04,-3859.690615,-0.048905936
0.0002272,-3859.888078,-0.047715496
2.28E-04,-3860.072083,-0.046505116
0.000228,-3860.242858,-0.045275147
2.28E-04,-3860.400643,-0.044025961
0.0002288,-3860.545691,-0.04275796
2.29E-04,-3860.678266,-0.041471569
0.0002296,-3860.798647,-0.040167242
2.30E-04,-3860.907123,-0.038845454
0.0002304,-3861.003997,-0.037506711
2.31E-04,-3861.08958,-0.036151542
0.0002312,-3861.164198,-0.034780502
2.32E-04,-3861.228185,-0.033394172
0.000232,-3861.281887,-0.031993157
2.32E-04,-3861.32566,-0.03057809
0.0002328,-3861.359869,-0.029149625
2.33E-04,-3861.384889,-0.027708444
0.0002336,-3861.401105,-0.026255251
2.34E-04,-3861.408909,-0.024790776
0.0002344,-3861.408703,-0.023315769
2.35E-04,-3861.400894,-0.021831007
0.0002352,-3861.385901,-0.020337287
2.36E-04,-3861.364146,-0.01883543
0.000236,-3861.336061,-0.017326276
2.36E-04,-3861.302081,-0.01581069
0.0002368,-3861.262649,-0.014289552
2.37E-04,-3861.218213,-0.012763768
0.0002376,-3861.169227,-0.011234258
2.38E-04,-3861.116147,-0.009701963
0.0002384,-3861.059435,-0.00816784
2.39E-04,-3860.999556,-0.006632866
0.0002392,-3860.93698,-0.005098031
2.40E-04,-3860.872177,-0.003564342
0.00024,-3860.805622,-0.002032819
2.40E-04,-3860.737789,-0.000504497
0.0002408,-3860.669157,0.001019576
2.41E-04,-3860.600202,0.002538342
0.0002416,-3860.531405,0.004050731
2.42E-04,-3860.463244,0.005555663
0.0002424,-3860.396197,0.00705205
2.43E-04,-3860.330743,0.008538795
0.0002432,-3860.267358,0.010014795
2.44E-04,-3860.206519,0.011478942
0.000244,-3860.148697,0.012930122
2.44E-04,-3860.094364,0.014367217
0.0002448,-3860.043989,0.015789108
2.45E-04,-3859.998035,0.017194675
0.0002456,-3859.956965,0.018582795
2.46E-04,-3859.921236,0.019952349
0.0002464,-3859.8913,0.021302217
2.47E-04,-3859.867607,0.022631285
0.0002472,-3859.850598,0.02393844
2.48E-04,-3859.840711,0.025222577
0.000248,-3859.838379,0.026482597
2.48E-04,-3859.844027,0.027717407
0.0002488,-3859.858073,0.028925925
2.49E-04,-3859.880929,0.030107078
0.0002496,-3859.913001,0.031259802
2.50E-04,-3859.954685,0.032383048
0.0002504,-3860.006371,0.033475778
2.51E-04,-3860.068439,0.03453697
0.0002512,-3860.141264,0.035565616
2.52E-04,-3860.225208,0.036560724
0.000252,-3860.320627,0.037521322
2.52E-04,-3860.427866,0.038446453
0.0002528,-3860.547261,0.039335182
2.53E-04,-3860.679138,0.040186593
0.0002536,-3860.823814,0.040999792
2.54E-04,-3860.981593,0.041773906
0.0002544,-3861.152773,0.042508089
2.55E-04,-3861.337636,0.043201514
0.0002552,-3861.536456,0.043853383
2.56E-04,-3861.749496,0.044462922
0.000256,-3861.977007,0.045029385
2.56E-04,-3862.219227,0.045552052
0.0002568,-3862.476385,0.046030232
2.57E-04,-3862.748697,0.046463263
0.0002576,-3863.036365,0.046850513
2.58E-04,-3863.339582,0.04719138
0.0002584,-3863.658526,0.047485295
2.59E-04,-3863.993365,0.047731717
0.0002592,-3864.344252,0.047930141
2.60E-04,-3864.71133,0.048080092
0.00026,-3865.094725,0.048181132
2.60E-04,-3865.494555,0.048232854
0.0002608,-3865.910923,0.048234886
2.61E-04,-3866.343917,0.048186892
0.0002616,-3866.793615,0.048088571
2.62E-04,-3867.26008,0.047939656
0.0002624,-3867.743364,0.04773992
2.63E-04,-3868.243502,0.047489168
0.0002632,-3868.76052,0.047187245
2.64E-04,-3869.294427,0.046834032
0.000264,-3869.845222,0.046429446
2.64E-04,-3870.412889,0.045973443
0.0002648,-3870.997399,0.045466017
2.65E-04,-3871.59871,0.044907197
0.0002656,-3872.216767,0.044297053
2.66E-04,-3872.851501,0.043635691
0.0002664,-3873.502831,0.042923255
2.67E-04,-3874.170664,0.042159929
0.0002672,-3874.85489,0.041345931
2.68E-04,-3875.555392,0.04048152
0.000268,-3876.272034,0.039566992
2.68E-04,-3877.004673,0.038602679
0.0002688,-3877.75315,0.037588953
2.69E-04,-3878.517294,0.036526222
0.0002696,-3879.296923,0.035414929
2.70E-04,-3880.091841,0.034255557
0.0002704,-3880.901841,0.033048623
2.71E-04,-3881.726705,0.03179468
0.0002712,-3882.5662,0.030494318
2.72E-04,-3883.420086,0.029148161
0.000272,-3884.288107,0.027756869
2.72E-04,-3885.169999,0.026321133
0.0002728,-3886.065485,0.024841682
2.73E-04,-3886.974278,0.023319275
0.0002736,-3887.896079,0.021754704
2.74E-04,-3888.83058,0.020148794
0.0002744,-3889.777463,0.0185024
2.75E-04,-3890.736397,0.016816409
0.0002752,-3891.707044,0.015091735
2.76E-04,-3892.689055,0.013329324
0.000276,-3893.682072,0.011530149
2.76E-04,-3894.685726,0.009695209
