time ,strain(micro),F
0.0000312,-4446.973039,-0.247549172
3.16E-05,-4446.042081,-0.252755118
0.000032,-4444.994653,-0.257634925
3.24E-05,-4443.833336,-0.262193131
0.0000328,-4442.560816,-0.266434423
3.32E-05,-4441.179885,-0.27036363
0.0000336,-4439.693438,-0.273985722
3.40E-05,-4438.10447,-0.277305801
0.0000344,-4436.416076,-0.280329099
3.48E-05,-4434.631449,-0.283060972
0.0000352,-4432.75388,-0.285506894
3.56E-05,-4430.78675,-0.287672454
0.000036,-4428.733534,-0.289563348
3.64E-05,-4426.597799,-0.291185375
0.0000368,-4424.383197,-0.292544435
3.72E-05,-4422.093467,-0.293646516
0.0000376,-4419.732429,-0.294497698
3.80E-05,-4417.303986,-0.29510414
0.0000384,-4414.81212,-0.295472079
3.88E-05,-4412.260884,-0.295607823
0.0000392,-4409.65441,-0.295517748
3.96E-05,-4406.996895,-0.295208288
0.00004,-4404.292606,-0.294685934
4.04E-05,-4401.545874,-0.293957227
0.0000408,-4398.761091,-0.293028754
4.12E-05,-4395.942709,-0.291907139
0.0000416,-4393.095232,-0.290599041
4.20E-05,-4390.223219,-0.289111151
0.0000424,-4387.331277,-0.28745018
4.28E-05,-4384.424058,-0.285622858
0.0000432,-4381.506256,-0.283635931
4.36E-05,-4378.582606,-0.281496151
0.000044,-4375.657875,-0.279210273
4.44E-05,-4372.736862,-0.276785051
0.0000448,-4369.824397,-0.274227231
4.52E-05,-4366.925331,-0.27154355
0.0000456,-4364.044536,-0.268740723
4.60E-05,-4361.186903,-0.265825448
0.0000464,-4358.357334,-0.262804394
4.68E-05,-4355.560739,-0.2596842
0.0000472,-4352.802037,-0.256471468
4.76E-05,-4350.086144,-0.253172759
0.000048,-4347.417975,-0.249794591
4.84E-05,-4344.802439,-0.246343431
0.0000488,-4342.244434,-0.242825691
4.92E-05,-4339.748841,-0.239247728
0.0000496,-4337.320523,-0.235615832
5.00E-05,-4334.964321,-0.231936231
0.0000504,-4332.685048,-0.228215078
5.08E-05,-4330.487484,-0.224458455
0.0000512,-4328.376375,-0.220672362
5.16E-05,-4326.356426,-0.216862719
0.000052,-4324.432299,-0.21303536
5.24E-05,-4322.608606,-0.209196027
0.0000528,-4320.889907,-0.205350372
5.32E-05,-4319.280708,-0.201503947
0.0000536,-4317.785449,-0.197662207
5.40E-05,-4316.408508,-0.193830502
0.0000544,-4315.154195,-0.190014077
5.48E-05,-4314.026743,-0.186218068
0.0000552,-4313.030309,-0.182447497
5.56E-05,-4312.16897,-0.178707275
0.000056,-4311.446715,-0.175002192
5.64E-05,-4310.867444,-0.17133692
0.0000568,-4310.434964,-0.167716008
5.72E-05,-4310.152982,-0.16414388
0.0000576,-4310.025106,-0.160624836
5.80E-05,-4310.054838,-0.157163043
0.0000584,-4310.245569,-0.153762541
5.88E-05,-4310.600578,-0.150427235
0.0000592,-4311.123029,-0.147160897
5.96E-05,-4311.815964,-0.143967164
0.00006,-4312.682301,-0.140849533
6.04E-05,-4313.724831,-0.137811365
0.0000608,-4314.946215,-0.134855881
6.12E-05,-4316.34898,-0.13198616
0.0000616,-4317.935515,-0.12920514
6.20E-05,-4319.70807,-0.126515618
0.0000624,-4321.66875,-0.123920245
6.28E-05,-4323.819517,-0.121421529
0.0000632,-4326.16218,-0.119021836
6.36E-05,-4328.698399,-0.116723384
0.000064,-4331.429679,-0.114528249
6.44E-05,-4334.357369,-0.11243836
0.0000648,-4337.482658,-0.110455504
6.52E-05,-4340.806574,-0.10858132
0.0000656,-4344.329982,-0.106817305
6.60E-05,-4348.05358,-0.105164811
0.0000664,-4351.977901,-0.103625048
6.68E-05,-4356.103309,-0.10219908
0.0000672,-4360.429994,-0.100887834
6.76E-05,-4364.957978,-0.09969209
0.000068,-4369.687109,-0.098612492
6.84E-05,-4374.617059,-0.097649544
0.0000688,-4379.747326,-0.096803611
6.92E-05,-4385.077232,-0.096074923
0.0000696,-4390.605921,-0.095463572
7.00E-05,-4396.332361,-0.09496952
0.0000704,-4402.255341,-0.094592595
7.08E-05,-4408.373472,-0.094332494
0.0000712,-4414.685189,-0.094188787
7.16E-05,-4421.188747,-0.094160916
0.000072,-4427.882225,-0.094248199
7.24E-05,-4434.763524,-0.094449832
0.0000728,-4441.830368,-0.094764891
7.32E-05,-4449.080307,-0.095192331
0.0000736,-4456.510716,-0.095730995
7.40E-05,-4464.118796,-0.09637961
0.0000744,-4471.901575,-0.097136793
7.48E-05,-4479.855913,-0.098001054
0.0000752,-4487.978497,-0.098970796
7.56E-05,-4496.265852,-0.100044318
0.000076,-4504.714332,-0.101219822
7.64E-05,-4513.320134,-0.10249541
0.0000768,-4522.079291,-0.103869092
7.72E-05,-4530.987678,-0.105338784
0.0000776,-4540.041016,-0.106902315
7.80E-05,-4549.234873,-0.108557428
0.0000784,-4558.564668,-0.110301786
7.88E-05,-4568.025674,-0.112132969
0.0000792,-4577.613021,-0.114048485
7.96E-05,-4587.321699,-0.116045766
0.00008,-4597.146566,-0.118122177
8.04E-05,-4607.082344,-0.120275016
0.0000808,-4617.12363,-0.122501518
8.12E-05,-4627.264898,-0.124798858
0.0000816,-4637.500503,-0.127164156
8.20E-05,-4647.824684,-0.129594477
0.0000824,-4658.231573,-0.13208684
8.28E-05,-4668.715194,-0.134638215
0.0000832,-4679.269473,-0.13724553
8.36E-05,-4689.88824,-0.139905675
0.000084,-4700.565238,-0.142615502
8.44E-05,-4711.29412,-0.145371833
0.0000848,-4722.068466,-0.148171458
8.52E-05,-4732.881779,-0.151011142
0.0000856,-4743.727495,-0.153887631
8.60E-05,-4754.598989,-0.156797646
0.0000864,-4765.489578,-0.159737898
8.68E-05,-4776.39253,-0.162705081
0.0000872,-4787.30107,-0.165695882
8.76E-05,-4798.208383,-0.168706982
0.000088,-4809.107624,-0.171735059
8.84E-05,-4819.991921,-0.17477679
0.0000888,-4830.854384,-0.177828858
8.92E-05,-4841.688111,-0.180887952
0.0000896,-4852.486192,-0.183950768
9.00E-05,-4863.241718,-0.187014018
0.0000904,-4873.947788,-0.190074429
9.08E-05,-4884.597514,-0.193128744
0.0000912,-4895.184026,-0.196173732
9.16E-05,-4905.700483,-0.199206182
0.000092,-4916.140076,-0.202222912
9.24E-05,-4926.496036,-0.20522077
0.0000928,-4936.761641,-0.208196636
9.32E-05,-4946.930222,-0.211147424
0.0000936,-4956.995168,-0.214070086
9.40E-05,-4966.949936,-0.216961616
0.0000944,-4976.788053,-0.219819047
9.48E-05,-4986.503128,-0.22263946
0.0000952,-4996.088853,-0.22541998
9.56E-05,-5005.539011,-0.228157782
0.000096,-5014.847484,-0.230850094
9.64E-05,-5024.008259,-0.233494196
0.0000968,-5033.015429,-0.236087422
9.72E-05,-5041.863206,-0.238627166
0.0000976,-5050.545923,-0.241110878
9.80E-05,-5059.058039,-0.243536073
0.0000984,-5067.394145,-0.245900324
9.88E-05,-5075.548973,-0.248201271
0.0000992,-5083.517396,-0.250436618
9.96E-05,-5091.294435,-0.252604138
0.0001,-5098.875267,-0.254701671
1.00E-04,-5106.255223,-0.256727127
0.0001008,-5113.429802,-0.258678488
1.01E-04,-5120.394665,-0.260553807
0.0001016,-5127.145648,-0.262351211
1.02E-04,-5133.678759,-0.264068901
0.0001024,-5139.990188,-0.265705154
1.03E-04,-5146.076307,-0.267258322
0.0001032,-5151.933672,-0.268726834
1.04E-04,-5157.559031,-0.270109198
0.000104,-5162.949322,-0.271403998
1.04E-04,-5168.10168,-0.272609898
0.0001048,-5173.013434,-0.273725642
1.05E-04,-5177.682116,-0.274750051
0.0001056,-5182.105457,-0.275682029
1.06E-04,-5186.281392,-0.276520558
0.0001064,-5190.20806,-0.277264701
1.07E-04,-5193.883808,-0.277913603
0.0001072,-5197.307187,-0.278466488
1.08E-04,-5200.476956,-0.27892266
0.000108,-5203.392084,-0.279281505
1.08E-04,-5206.051746,-0.27954249
0.0001088,-5208.455327,-0.27970516
1.09E-04,-5210.602417,-0.279769142
0.0001096,-5212.492817,-0.279734142
1.10E-04,-5214.126532,-0.279599944
0.0001104,-5215.503773,-0.279366413
1.11E-04,-5216.624956,-0.279033492
0.0001112,-5217.4907,-0.278601199
1.12E-04,-5218.101824,-0.278069634
0.000112,-5218.459347,-0.277438971
1.12E-04,-5218.564484,-0.276709459
0.0001128,-5218.418645,-0.275881423
1.13E-04,-5218.023433,-0.274955264
0.0001136,-5217.380638,-0.273931455
1.14E-04,-5216.49224,-0.272810543
0.0001144,-5215.360397,-0.271593144
1.15E-04,-5213.987451,-0.270279949
0.0001152,-5212.375917,-0.268871715
1.16E-04,-5210.528484,-0.26736927
0.000116,-5208.448009,-0.265773511
1.16E-04,-5206.137514,-0.264085397
0.0001168,-5203.600179,-0.262305958
1.17E-04,-5200.839342,-0.260436285
0.0001176,-5197.858493,-0.258477533
1.18E-04,-5194.661265,-0.256430919
0.0001184,-5191.251437,-0.25429772
1.19E-04,-5187.632922,-0.252079274
0.0001192,-5183.809767,-0.249776975
1.20E-04,-5179.786147,-0.247392274
0.00012,-5175.566355,-0.244926679
1.20E-04,-5171.154805,-0.242381751
0.0001208,-5166.556021,-0.239759101
1.21E-04,-5161.774631,-0.237060395
0.0001216,-5156.815365,-0.234287346
1.22E-04,-5151.68305,-0.231441715
0.0001224,-5146.3826,-0.228525311
1.23E-04,-5140.919013,-0.225539987
0.0001232,-5135.297367,-0.222487639
1.24E-04,-5129.522812,-0.219370205
0.000124,-5123.600565,-0.216189665
1.24E-04,-5117.535904,-0.212948036
0.0001248,-5111.334164,-0.209647372
1.25E-04,-5105.000729,-0.206289764
0.0001256,-5098.541029,-0.202877335
1.26E-04,-5091.960532,-0.199412242
0.0001264,-5085.264738,-0.195896671
1.27E-04,-5078.459178,-0.192332839
0.0001272,-5071.549403,-0.188722989
1.28E-04,-5064.540982,-0.185069389
0.000128,-5057.439494,-0.181374332
1.28E-04,-5050.250526,-0.177640135
0.0001288,-5042.979664,-0.173869132
1.29E-04,-5035.632491,-0.170063679
0.0001296,-5028.214579,-0.166226149
1.30E-04,-5020.731486,-0.16235893
0.0001304,-5013.188751,-0.158464425
1.31E-04,-5005.591887,-0.154545048
0.0001312,-4997.946379,-0.150603225
1.32E-04,-4990.257675,-0.146641392
0.000132,-4982.531187,-0.14266199
1.32E-04,-4974.772282,-0.138667469
0.0001328,-4966.98628,-0.134660282
1.33E-04,-4959.178449,-0.130642883
0.0001336,-4951.353998,-0.126617731
1.34E-04,-4943.51808,-0.122587282
0.0001344,-4935.675779,-0.118553989
1.35E-04,-4927.832113,-0.114520305
0.0001352,-4919.992028,-0.110488675
1.36E-04,-4912.160392,-0.106461539
0.000136,-4904.341997,-0.102441329
1.36E-04,-4896.54155,-0.098430465
0.0001368,-4888.763672,-0.09443136
1.37E-04,-4881.012897,-0.09044641
0.0001376,-4873.293664,-0.086478002
1.38E-04,-4865.610321,-0.082528503
0.0001384,-4857.967115,-0.078600267
1.39E-04,-4850.368193,-0.074695628
0.0001392,-4842.817603,-0.0708169
1.40E-04,-4835.319283,-0.066966377
0.00014,-4827.877068,-0.063146332
1.40E-04,-4820.494682,-0.059359013
0.0001408,-4813.175737,-0.055606644
1.41E-04,-4805.923735,-0.051891423
0.0001416,-4798.742061,-0.048215521
1.42E-04,-4791.633984,-0.044581079
0.0001424,-4784.602657,-0.040990212
1.43E-04,-4777.651114,-0.037445
0.0001432,-4770.782268,-0.033947495
1.44E-04,-4763.998913,-0.030499714
0.000144,-4757.30372,-0.027103641
1.44E-04,-4750.699238,-0.023761223
0.0001448,-4744.187893,-0.020474374
1.45E-04,-4737.771987,-0.017244968
0.0001456,-4731.4537,-0.014074842
1.46E-04,-4725.235085,-0.010965796
0.0001464,-4719.118073,-0.007919586
1.47E-04,-4713.10447,-0.004937931
0.0001472,-4707.195958,-0.002022507
1.48E-04,-4701.394094,0.000825055
0.000148,-4695.700312,0.003603163
1.48E-04,-4690.115922,0.006310272
0.0001488,-4684.642114,0.008944882
1.49E-04,-4679.279953,0.011505537
0.0001496,-4674.030383,0.013990828
1.50E-04,-4668.894228,0.016399394
0.0001504,-4663.872192,0.018729921
1.51E-04,-4658.964861,0.020981144
0.0001512,-4654.172702,0.023151844
1.52E-04,-4649.496068,0.025240855
0.000152,-4644.935194,0.02724706
1.52E-04,-4640.490203,0.029169391
0.0001528,-4636.161106,0.031006832
1.53E-04,-4631.947803,0.03275842
0.0001536,-4627.850083,0.034423241
1.54E-04,-4623.867631,0.036000435
0.0001544,-4620.000022,0.037489194
1.55E-04,-4616.246731,0.038888764
0.0001552,-4612.607129,0.040198441
1.56E-04,-4609.080488,0.041417579
0.000156,-4605.66598,0.042545582
1.56E-04,-4602.362682,0.04358191
0.0001568,-4599.16958,0.044526076
1.57E-04,-4596.085563,0.045377648
0.0001576,-4593.109436,0.046136247
1.58E-04,-4590.239914,0.046801551
0.0001584,-4587.475628,0.047373289
1.59E-04,-4584.815127,0.047851248
0.0001592,-4582.256881,0.048235266
1.60E-04,-4579.799281,0.048525239
0.00016,-4577.440645,0.048721113
1.60E-04,-4575.179219,0.048822893
0.0001608,-4573.013178,0.048830634
1.61E-04,-4570.940633,0.048744447
0.0001616,-4568.95963,0.048564496
1.62E-04,-4567.068152,0.048290998
0.0001624,-4565.264125,0.047924224
1.63E-04,-4563.545422,0.047464498
0.0001632,-4561.909859,0.046912196
1.64E-04,-4560.355206,0.046267744
0.000164,-4558.879183,0.045531624
1.64E-04,-4557.479469,0.044704364
0.0001648,-4556.153699,0.043786548
1.65E-04,-4554.899474,0.042778807
0.0001656,-4553.714355,0.041681821
1.66E-04,-4552.595876,0.040496323
0.0001664,-4551.541539,0.03922309
1.67E-04,-4550.548821,0.037862949
0.0001672,-4549.615175,0.036416775
1.68E-04,-4548.738037,0.034885489
0.000168,-4547.914823,0.033270055
1.68E-04,-4547.142937,0.031571487
0.0001688,-4546.419772,0.029790839
1.69E-04,-4545.742714,0.027929211
0.0001696,-4545.109144,0.025987744
1.70E-04,-4544.516441,0.023967621
0.0001704,-4543.961987,0.021870067
1.71E-04,-4543.443165,0.019696344
0.0001712,-4542.957371,0.017447757
1.72E-04,-4542.502008,0.015125646
0.000172,-4542.074493,0.012731388
1.72E-04,-4541.67226,0.010266397
0.0001728,-4541.292763,0.007732121
1.73E-04,-4540.933478,0.005130043
0.0001736,-4540.591907,0.002461676
1.74E-04,-4540.26558,-0.000271433
0.0001744,-4539.952057,-0.003067707
1.75E-04,-4539.648934,-0.005925541
0.0001752,-4539.353842,-0.008843302
1.76E-04,-4539.064454,-0.011819328
0.000176,-4538.778483,-0.014851934
1.76E-04,-4538.493688,-0.017939411
0.0001768,-4538.207876,-0.021080024
1.77E-04,-4537.918903,-0.024272019
0.0001776,-4537.624679,-0.02751362
1.78E-04,-4537.32317,-0.030803033
0.0001784,-4537.012399,-0.034138446
1.79E-04,-4536.690449,-0.03751803
0.0001792,-4536.355466,-0.040939942
1.80E-04,-4536.005662,-0.044402322
0.00018,-4535.639316,-0.047903302
1.80E-04,-4535.254774,-0.051441
0.0001808,-4534.850457,-0.055013525
1.81E-04,-4534.424858,-0.058618979
0.0001816,-4533.976546,-0.062255454
1.82E-04,-4533.504169,-0.06592104
0.0001824,-4533.006452,-0.06961382
1.83E-04,-4532.482203,-0.073331876
0.0001832,-4531.930314,-0.077073288
1.84E-04,-4531.349761,-0.080836135
0.000184,-4530.739604,-0.084618499
1.84E-04,-4530.098995,-0.088418462
0.0001848,-4529.427172,-0.092234113
1.85E-04,-4528.723466,-0.096063545
0.0001856,-4527.987299,-0.099904856
1.86E-04,-4527.218185,-0.103756154
0.0001864,-4526.415734,-0.107615556
1.87E-04,-4525.57965,-0.111481188
0.0001872,-4524.709733,-0.115351189
1.88E-04,-4523.805881,-0.119223711
0.000188,-4522.868088,-0.123096918
1.88E-04,-4521.896447,-0.126968992
0.0001888,-4520.891151,-0.130838129
1.89E-04,-4519.85249,-0.134702546
0.0001896,-4518.780854,-0.138560474
1.90E-04,-4517.676733,-0.142410167
0.0001904,-4516.540718,-0.146249899
1.91E-04,-4515.373498,-0.150077966
0.0001912,-4514.175863,-0.153892686
1.92E-04,-4512.948701,-0.157692401
0.000192,-4511.693002,-0.161475478
1.92E-04,-4510.409851,-0.16524031
0.0001928,-4509.100435,-0.168985314
1.93E-04,-4507.766037,-0.172708937
0.0001936,-4506.408037,-0.176409653
1.94E-04,-4505.027912,-0.180085963
0.0001944,-4503.627233,-0.183736399
1.95E-04,-4502.207667,-0.187359524
0.0001952,-4500.770971,-0.19095393
1.96E-04,-4499.318997,-0.19451824
0.000196,-4497.853685,-0.19805111
1.96E-04,-4496.377065,-0.201551227
0.0001968,-4494.891255,-0.205017313
1.97E-04,-4493.398457,-0.208448121
0.0001976,-4491.900956,-0.211842439
1.98E-04,-4490.401122,-0.215199087
0.0001984,-4488.901401,-0.218516923
1.99E-04,-4487.40432,-0.221794835
0.0001992,-4485.912478,-0.22503175
2.00E-04,-4484.42855,-0.228226628
0.0002,-4482.955279,-0.231378464
2.00E-04,-4481.495478,-0.23448629
0.0002008,-4480.052024,-0.237549172
2.01E-04,-4478.627858,-0.240566213
0.0002016,-4477.225978,-0.24353655
2.02E-04,-4475.849441,-0.246459357
0.0002024,-4474.501356,-0.249333844
2.03E-04,-4473.184886,-0.252159256
0.0002032,-4471.903236,-0.254934874
2.04E-04,-4470.659659,-0.257660013
0.000204,-4469.457446,-0.260334025
2.04E-04,-4468.299928,-0.262956298
0.0002048,-4467.190467,-0.265526253
2.05E-04,-4466.132454,-0.268043346
0.0002056,-4465.12931,-0.270507069
2.06E-04,-4464.184474,-0.272916947
0.0002064,-4463.301405,-0.275272541
2.07E-04,-4462.483579,-0.277573443
0.0002072,-4461.734479,-0.279819279
2.08E-04,-4461.057597,-0.282009711
0.000208,-4460.456425,-0.284144429
2.08E-04,-4459.934455,-0.286223158
0.0002088,-4459.495173,-0.288245655
2.09E-04,-4459.142055,-0.290211708
0.0002096,-4458.878561,-0.292121134
2.10E-04,-4458.708136,-0.293973783
0.0002104,-4458.634197,-0.295769534
2.11E-04,-4458.660138,-0.297508294
0.0002112,-4458.78932,-0.299190001
2.12E-04,-4459.025066,-0.300814619
0.000212,-4459.370662,-0.302382143
2.12E-04,-4459.829348,-0.303892591
0.0002128,-4460.404312,-0.30534601
2.13E-04,-4461.098694,-0.306742473
0.0002136,-4461.915571,-0.308082078
2.14E-04,-4462.857961,-0.309364945
0.0002144,-4463.928815,-0.310591222
2.15E-04,-4465.131012,-0.311761079
0.0002152,-4466.467357,-0.312874706
2.16E-04,-4467.940576,-0.313932319
0.000216,-4469.55331,-0.314934152
2.16E-04,-4471.308116,-0.315880462
0.0002168,-4473.207455,-0.316771525
2.17E-04,-4475.253696,-0.317607634
0.0002176,-4477.449107,-0.318389104
2.18E-04,-4479.795851,-0.319116266
0.0002184,-4482.295988,-0.319789467
2.19E-04,-4484.951462,-0.320409073
0.0002192,-4487.764107,-0.320975463
2.20E-04,-4490.735636,-0.321489032
0.00022,-4493.867641,-0.32195019
2.20E-04,-4497.161589,-0.322359358
0.0002208,-4500.61882,-0.322716971
2.21E-04,-4504.240541,-0.323023477
0.0002216,-4508.027824,-0.323279334
2.22E-04,-4511.981606,-0.323485011
0.0002224,-4516.102682,-0.323640986
2.23E-04,-4520.391705,-0.323747746
0.0002232,-4524.849181,-0.323805788
2.24E-04,-4529.47547,-0.323815616
0.000224,-4534.27078,-0.323777739
2.24E-04,-4539.235169,-0.323692674
0.0002248,-4544.368537,-0.323560944
2.25E-04,-4549.670631,-0.323383075
0.0002256,-4555.141039,-0.3231596
2.26E-04,-4560.779188,-0.322891051
0.0002264,-4566.584345,-0.322577967
2.27E-04,-4572.555615,-0.322220887
0.0002272,-4578.69194,-0.321820352
2.28E-04,-4584.992095,-0.321376903
0.000228,-4591.454693,-0.320891081
2.28E-04,-4598.078181,-0.320363429
0.0002288,-4604.860836,-0.319794484
2.29E-04,-4611.800773,-0.319184786
0.0002296,-4618.895939,-0.31853487
2.30E-04,-4626.144114,-0.317845268
0.0002304,-4633.542911,-0.317116508
2.31E-04,-4641.08978,-0.316349114
0.0002312,-4648.782003,-0.315543606
2.32E-04,-4656.616699,-0.314700499
0.000232,-4664.590823,-0.313820298
2.32E-04,-4672.701169,-0.312903506
0.0002328,-4680.944368,-0.311950616
2.33E-04,-4689.316895,-0.310962115
0.0002336,-4697.815064,-0.309938481
2.34E-04,-4706.435035,-0.308880184
0.0002344,-4715.172814,-0.307787683
2.35E-04,-4724.024255,-0.306661429
0.0002352,-4732.985065,-0.305501863
2.36E-04,-4742.050803,-0.304309416
0.000236,-4751.216884,-0.303084506
2.36E-04,-4760.478584,-0.301827542
0.0002368,-4769.831041,-0.30053892
2.37E-04,-4779.269259,-0.299219025
0.0002376,-4788.788111,-0.29786823
2.38E-04,-4798.382344,-0.296486893
0.0002384,-4808.04658,-0.295075363
2.39E-04,-4817.775324,-0.293633974
0.0002392,-4827.562967,-0.292163046
2.40E-04,-4837.403786,-0.290662888
0.00024,-4847.291954,-0.289133793
2.40E-04,-4857.221544,-0.287576043
0.0002408,-4867.186529,-0.285989904
2.41E-04,-4877.180793,-0.28437563
0.0002416,-4887.198132,-0.28273346
2.42E-04,-4897.232261,-0.28106362
0.0002424,-4907.27682,-0.279366323
2.43E-04,-4917.325376,-0.277641768
0.0002432,-4927.371432,-0.27589014
2.44E-04,-4937.408433,-0.274111612
0.000244,-4947.42977,-0.272306343
2.44E-04,-4957.428784,-0.27047448
0.0002448,-4967.398779,-0.268616156
2.45E-04,-4977.333019,-0.266731495
0.0002456,-4987.224741,-0.264820607
2.46E-04,-4997.067161,-0.262883589
0.0002464,-5006.853475,-0.260920531
2.47E-04,-5016.576871,-0.258931511
0.0002472,-5026.230534,-0.256916594
2.48E-04,-5035.80765,-0.254875841
0.000248,-5045.301418,-0.2528093
2.48E-04,-5054.705051,-0.250717011
0.0002488,-5064.011785,-0.24859901
2.49E-04,-5073.214887,-0.246455321
0.0002496,-5082.30766,-0.244285966
2.50E-04,-5091.283451,-0.24209096
0.0002504,-5100.135658,-0.239870312
2.51E-04,-5108.857732,-0.237624028
0.0002512,-5117.443193,-0.235352113
2.52E-04,-5125.885628,-0.233054567
0.000252,-5134.178702,-0.23073139
2.52E-04,-5142.316164,-0.22838258
0.0002528,-5150.291854,-0.226008138
2.53E-04,-5158.099707,-0.223608065
0.0002536,-5165.733764,-0.221182364
2.54E-04,-5173.188174,-0.218731043
0.0002544,-5180.457203,-0.216254112
2.55E-04,-5187.53524,-0.213751587
0.0002552,-5194.416801,-0.211223493
2.56E-04,-5201.096539,-0.208669858
0.000256,-5207.569246,-0.206090722
2.56E-04,-5213.829861,-0.203486133
0.0002568,-5219.873475,-0.200856148
2.57E-04,-5225.695335,-0.198200839
0.0002576,-5231.290855,-0.195520286
2.58E-04,-5236.655613,-0.192814585
0.0002584,-5241.785361,-0.190083847
2.59E-04,-5246.676032,-0.187328196
0.0002592,-5251.323738,-0.184547774
2.60E-04,-5255.724781,-0.18174274
0.00026,-5259.875652,-0.178913271
2.60E-04,-5263.773039,-0.176059563
0.0002608,-5267.41383,-0.173181831
2.61E-04,-5270.795115,-0.170280312
0.0002616,-5273.91419,-0.167355265
2.62E-04,-5276.768563,-0.164406969
0.0002624,-5279.355952,-0.161435728
2.63E-04,-5281.674292,-0.158441868
0.0002632,-5283.721735,-0.155425743
2.64E-04,-5285.496654,-0.152387727
0.000264,-5286.997643,-0.149328223
2.64E-04,-5288.223521,-0.146247658
0.0002648,-5289.17333,-0.143146488
2.65E-04,-5289.84634,-0.140025194
0.0002656,-5290.242049,-0.136884284
2.66E-04,-5290.36018,-0.133724295
0.0002664,-5290.200688,-0.130545791
2.67E-04,-5289.763754,-0.127349364
0.0002672,-5289.049789,-0.124135636
2.68E-04,-5288.05943,-0.120905255
0.000268,-5286.793544,-0.117658898
2.68E-04,-5285.253221,-0.114397271
0.0002688,-5283.439781,-0.111121109
2.69E-04,-5281.354762,-0.107831173
0.0002696,-5278.999931,-0.104528253
2.70E-04,-5276.377269,-0.101213167
0.0002704,-5273.488979,-0.09788676
2.71E-04,-5270.337479,-0.094549905
0.0002712,-5266.925399,-0.091203499
2.72E-04,-5263.255582,-0.087848469
0.000272,-5259.331075,-0.084485763
2.72E-04,-5255.155132,-0.081116357
0.0002728,-5250.731205,-0.07774125
2.73E-04,-5246.062945,-0.074361466
0.0002736,-5241.154193,-0.070978049
2.74E-04,-5236.008983,-0.067592068
0.0002744,-5230.63153,-0.064204611
2.75E-04,-5225.02623,-0.060816786
0.0002752,-5219.197656,-0.057429723
2.76E-04,-5213.150549,-0.054044566
0.000276,-5206.889819,-0.050662479
