time ,strain(micro),F
0.0000496,-3555.870835,-0.011290402
5.00E-05,-3563.974268,-0.015187733
0.0000504,-3572.247231,-0.019157428
5.08E-05,-3580.6783,-0.023194564
0.0000512,-3589.256156,-0.027294261
5.16E-05,-3597.96959,-0.031451683
0.000052,-3606.807509,-0.035662044
5.24E-05,-3615.758947,-0.039920604
0.0000528,-3624.813067,-0.044222676
5.32E-05,-3633.959174,-0.048563628
0.0000536,-3643.186714,-0.052938883
5.40E-05,-3652.485284,-0.057343921
0.0000544,-3661.84464,-0.061774282
5.48E-05,-3671.254697,-0.066225569
0.0000552,-3680.705542,-0.070693448
5.56E-05,-3690.187431,-0.075173648
0.000056,-3699.6908,-0.079661967
5.64E-05,-3709.206268,-0.08415427
0.0000568,-3718.724641,-0.088646494
5.72E-05,-3728.236917,-0.093134645
0.0000576,-3737.734291,-0.097614804
5.80E-05,-3747.208155,-0.102083124
0.0000584,-3756.650107,-0.106535837
5.88E-05,-3766.05195,-0.110969248
0.0000592,-3775.405699,-0.115379742
5.96E-05,-3784.70358,-0.119763784
0.00006,-3793.938035,-0.124117918
6.04E-05,-3803.101723,-0.12843877
0.0000608,-3812.187526,-0.132723048
6.12E-05,-3821.188545,-0.136967544
0.0000616,-3830.098106,-0.141169134
6.20E-05,-3838.90976,-0.145324778
0.0000624,-3847.617286,-0.149431524
6.28E-05,-3856.214688,-0.153486505
0.0000632,-3864.696202,-0.157486941
6.36E-05,-3873.05629,-0.161430141
0.000064,-3881.289645,-0.165313502
6.44E-05,-3889.391189,-0.169134511
0.0000648,-3897.356075,-0.172890743
6.52E-05,-3905.179682,-0.176579864
0.0000656,-3912.857623,-0.18019963
6.60E-05,-3920.385734,-0.183747889
0.0000664,-3927.760083,-0.187222578
6.68E-05,-3934.976961,-0.190621726
0.0000672,-3942.032886,-0.193943456
6.76E-05,-3948.924599,-0.19718598
0.000068,-3955.649064,-0.200347603
6.84E-05,-3962.203464,-0.203426722
0.0000688,-3968.585201,-0.206421825
6.92E-05,-3974.791895,-0.209331493
0.0000696,-3980.821377,-0.2121544
7.00E-05,-3986.671692,-0.21488931
0.0000704,-3992.341093,-0.21753508
7.08E-05,-3997.82804,-0.220090658
0.0000712,-4003.131196,-0.222555084
7.16E-05,-4008.249425,-0.224927489
0.000072,-4013.181786,-0.227207094
7.24E-05,-4017.927537,-0.22939321
0.0000728,-4022.486121,-0.231485241
7.32E-05,-4026.857173,-0.233482677
0.0000736,-4031.040508,-0.235385099
7.40E-05,-4035.036124,-0.237192177
0.0000744,-4038.844192,-0.238903667
7.48E-05,-4042.465058,-0.240519415
0.0000752,-4045.899234,-0.24203935
7.56E-05,-4049.147399,-0.24346349
0.000076,-4052.210387,-0.244791937
7.64E-05,-4055.089194,-0.246024877
0.0000768,-4057.784963,-0.247162579
7.72E-05,-4060.298985,-0.248205397
0.0000776,-4062.632695,-0.249153764
7.80E-05,-4064.787666,-0.250008193
0.0000784,-4066.765603,-0.250769279
7.88E-05,-4068.568342,-0.251437692
0.0000792,-4070.197844,-0.252014183
7.96E-05,-4071.656188,-0.252499576
0.00008,-4072.94557,-0.252894771
8.04E-05,-4074.068297,-0.25320074
0.0000808,-4075.026779,-0.253418528
8.12E-05,-4075.823532,-0.253549252
0.0000816,-4076.461166,-0.253594095
8.20E-05,-4076.942382,-0.25355431
0.0000824,-4077.26997,-0.253431216
8.28E-05,-4077.446802,-0.253226194
0.0000832,-4077.475828,-0.252940692
8.36E-05,-4077.360072,-0.252576217
0.000084,-4077.102624,-0.252134334
8.44E-05,-4076.706641,-0.251616669
0.0000848,-4076.175337,-0.251024902
8.52E-05,-4075.511982,-0.250360768
0.0000856,-4074.719897,-0.249626053
8.60E-05,-4073.802445,-0.248822595
0.0000864,-4072.763036,-0.247952279
8.68E-05,-4071.605111,-0.247017039
0.0000872,-4070.332148,-0.246018849
8.76E-05,-4068.947652,-0.24495973
0.000088,-4067.455149,-0.243841741
8.84E-05,-4065.85819,-0.24266698
0.0000888,-4064.160337,-0.24143758
8.92E-05,-4062.365166,-0.240155709
0.0000896,-4060.47626,-0.238823566
9.00E-05,-4058.497205,-0.237443381
0.0000904,-4056.431588,-0.236017409
9.08E-05,-4054.282992,-0.234547933
0.0000912,-4052.054992,-0.233037256
9.16E-05,-4049.75115,-0.231487704
0.000092,-4047.375015,-0.229901618
9.24E-05,-4044.930119,-0.228281359
0.0000928,-4042.41997,-0.226629297
9.32E-05,-4039.848053,-0.224947818
0.0000936,-4037.217823,-0.223239313
9.40E-05,-4034.532706,-0.221506182
0.0000944,-4031.796093,-0.219750827
9.48E-05,-4029.011338,-0.217975653
0.0000952,-4026.181756,-0.216183066
9.56E-05,-4023.310619,-0.214375466
0.000096,-4020.401155,-0.212555249
9.64E-05,-4017.456544,-0.210724804
0.0000968,-4014.479916,-0.208886509
9.72E-05,-4011.474351,-0.207042731
0.0000976,-4008.442873,-0.205195821
9.80E-05,-4005.38845,-0.203348113
0.0000984,-4002.313993,-0.201501922
9.88E-05,-3999.222354,-0.199659542
0.0000992,-3996.116322,-0.197823244
9.96E-05,-3992.998623,-0.19599527
0.0001,-3989.871919,-0.194177836
1.00E-04,-3986.738808,-0.192373127
0.0001008,-3983.601818,-0.190583296
1.01E-04,-3980.463409,-0.18881046
0.0001016,-3977.325976,-0.187056701
1.02E-04,-3974.191838,-0.18532406
0.0001024,-3971.063247,-0.18361454
1.03E-04,-3967.942382,-0.181930097
0.0001032,-3964.831351,-0.180272648
1.04E-04,-3961.732189,-0.178644057
0.000104,-3958.646856,-0.177046146
1.04E-04,-3955.577241,-0.175480681
0.0001048,-3952.52516,-0.173949381
1.05E-04,-3949.492353,-0.172453908
0.0001056,-3946.48049,-0.170995871
1.06E-04,-3943.491165,-0.169576821
0.0001064,-3940.525899,-0.168198251
1.07E-04,-3937.586143,-0.166861595
0.0001072,-3934.673274,-0.165568227
1.08E-04,-3931.788597,-0.164319455
0.000108,-3928.933346,-0.163116529
1.08E-04,-3926.108686,-0.16196063
0.0001088,-3923.315712,-0.160852875
1.09E-04,-3920.555449,-0.159794314
0.0001096,-3917.828856,-0.15878593
1.10E-04,-3915.136824,-0.157828637
0.0001104,-3912.48018,-0.156923281
1.11E-04,-3909.859686,-0.156070635
0.0001112,-3907.27604,-0.155271405
1.12E-04,-3904.72988,-0.154526224
0.000112,-3902.221781,-0.153835653
1.12E-04,-3899.752263,-0.153200184
0.0001128,-3897.321785,-0.152620232
1.13E-04,-3894.930753,-0.152096145
0.0001136,-3892.579516,-0.151628194
1.14E-04,-3890.268374,-0.151216579
0.0001144,-3887.997572,-0.150861428
1.15E-04,-3885.767309,-0.150562796
0.0001152,-3883.577737,-0.150320666
1.16E-04,-3881.42896,-0.150134948
0.000116,-3879.321042,-0.150005482
1.16E-04,-3877.254002,-0.149932035
0.0001168,-3875.227821,-0.149914305
1.17E-04,-3873.242443,-0.149951919
0.0001176,-3871.297775,-0.150044434
1.18E-04,-3869.393691,-0.15019134
0.0001184,-3867.530031,-0.150392059
1.19E-04,-3865.70661,-0.150645945
0.0001192,-3863.923211,-0.150952286
1.20E-04,-3862.179592,-0.151310306
0.00012,-3860.475489,-0.151719166
1.20E-04,-3858.810616,-0.152177963
0.0001208,-3857.184666,-0.152685734
1.21E-04,-3855.597316,-0.153241454
0.0001216,-3854.048226,-0.153844043
1.22E-04,-3852.537043,-0.154492361
0.0001224,-3851.063401,-0.155185214
1.23E-04,-3849.626928,-0.155921353
0.0001232,-3848.22724,-0.156699478
1.24E-04,-3846.863949,-0.157518238
0.000124,-3845.536663,-0.158376233
1.24E-04,-3844.244986,-0.159272016
0.0001248,-3842.988524,-0.160204094
1.25E-04,-3841.766882,-0.161170932
0.0001256,-3840.579669,-0.162170953
1.26E-04,-3839.4265,-0.163202541
0.0001264,-3838.306993,-0.164264043
1.27E-04,-3837.220776,-0.165353769
0.0001272,-3836.167486,-0.166469996
1.28E-04,-3835.14677,-0.167610972
0.000128,-3834.158289,-0.168774914
1.28E-04,-3833.201715,-0.169960013
0.0001288,-3832.276736,-0.171164433
1.29E-04,-3831.383057,-0.17238632
0.0001296,-3830.520399,-0.173623794
1.30E-04,-3829.688502,-0.174874962
0.0001304,-3828.887125,-0.176137912
1.31E-04,-3828.116048,-0.177410718
0.0001312,-3827.375071,-0.178691446
1.32E-04,-3826.664018,-0.17997815
0.000132,-3825.982736,-0.181268876
1.32E-04,-3825.331094,-0.182561669
0.0001328,-3824.708986,-0.183854568
1.33E-04,-3824.116333,-0.185145613
0.0001336,-3823.553079,-0.186432847
1.34E-04,-3823.019194,-0.187714315
0.0001344,-3822.514678,-0.188988071
1.35E-04,-3822.039553,-0.190252174
0.0001352,-3821.593871,-0.191504697
1.36E-04,-3821.177711,-0.192743723
0.000136,-3820.791178,-0.193967352
1.36E-04,-3820.434406,-0.195173699
0.0001368,-3820.107554,-0.196360899
1.37E-04,-3819.810811,-0.197527108
0.0001376,-3819.544392,-0.198670505
1.38E-04,-3819.30854,-0.199789292
0.0001384,-3819.103522,-0.200881699
1.39E-04,-3818.929634,-0.201945986
0.0001392,-3818.787199,-0.20298044
1.40E-04,-3818.676562,-0.203983384
0.00014,-3818.598095,-0.204953171
1.40E-04,-3818.552197,-0.205888193
0.0001408,-3818.539286,-0.206786878
1.41E-04,-3818.559807,-0.20764769
0.0001416,-3818.614227,-0.208469139
1.42E-04,-3818.703034,-0.209249771
0.0001424,-3818.826738,-0.20998818
1.43E-04,-3818.985867,-0.210683002
0.0001432,-3819.18097,-0.211332919
1.44E-04,-3819.412615,-0.211936661
0.000144,-3819.681385,-0.212493007
1.44E-04,-3819.987881,-0.213000785
0.0001448,-3820.332718,-0.213458873
1.45E-04,-3820.716526,-0.213866203
0.0001456,-3821.139946,-0.214221758
1.46E-04,-3821.603633,-0.214524574
0.0001464,-3822.10825,-0.214773745
1.47E-04,-3822.654471,-0.214968417
0.0001472,-3823.242977,-0.215107793
1.48E-04,-3823.874455,-0.215191134
0.000148,-3824.549598,-0.215217758
1.48E-04,-3825.269102,-0.21518704
0.0001488,-3826.033666,-0.215098414
1.49E-04,-3826.843988,-0.214951373
0.0001496,-3827.700769,-0.21474547
1.50E-04,-3828.604705,-0.214480316
0.0001504,-3829.556489,-0.214155583
1.51E-04,-3830.55681,-0.213771002
0.0001512,-3831.606349,-0.213326366
1.52E-04,-3832.705782,-0.212821526
0.000152,-3833.855772,-0.212256392
1.52E-04,-3835.056973,-0.211630938
0.0001528,-3836.310025,-0.210945193
1.53E-04,-3837.615556,-0.21019925
0.0001536,-3838.974177,-0.209393258
1.54E-04,-3840.38648,-0.208527425
0.0001544,-3841.853043,-0.20760202
1.55E-04,-3843.374419,-0.206617367
0.0001552,-3844.951143,-0.20557385
1.56E-04,-3846.583723,-0.204471908
0.000156,-3848.272646,-0.203312037
1.56E-04,-3850.018371,-0.202094787
0.0001568,-3851.821328,-0.200820766
1.57E-04,-3853.68192,-0.199490631
0.0001576,-3855.600518,-0.198105096
1.58E-04,-3857.577463,-0.196664926
0.0001584,-3859.613059,-0.195170935
1.59E-04,-3861.707579,-0.19362399
0.0001592,-3863.861257,-0.192025003
1.60E-04,-3866.074291,-0.190374937
0.00016,-3868.34684,-0.1886748
1.60E-04,-3870.679021,-0.186925644
0.0001608,-3873.070914,-0.185128568
1.61E-04,-3875.522552,-0.183284709
0.0001616,-3878.033926,-0.18139525
1.62E-04,-3880.604983,-0.179461409
0.0001624,-3883.235622,-0.177484446
1.63E-04,-3885.925698,-0.175465654
0.0001632,-3888.675015,-0.173406365
1.64E-04,-3891.483329,-0.171307942
0.000164,-3894.350346,-0.169171779
1.64E-04,-3897.275721,-0.166999303
0.0001648,-3900.259058,-0.164791968
1.65E-04,-3903.299907,-0.162551255
0.0001656,-3906.397766,-0.160278669
1.66E-04,-3909.552079,-0.15797574
0.0001664,-3912.762233,-0.15564402
1.67E-04,-3916.027562,-0.153285079
0.0001672,-3919.347345,-0.150900506
1.68E-04,-3922.720801,-0.148491905
0.000168,-3926.147096,-0.146060897
1.68E-04,-3929.625336,-0.143609112
0.0001688,-3933.154572,-0.141138195
1.69E-04,-3936.733794,-0.138649794
0.0001696,-3940.361937,-0.13614557
1.70E-04,-3944.037877,-0.133627186
0.0001704,-3947.760432,-0.131096308
1.71E-04,-3951.528359,-0.128554604
0.0001712,-3955.340362,-0.126003742
1.72E-04,-3959.195083,-0.123445389
0.000172,-3963.091107,-0.120881205
1.72E-04,-3967.026963,-0.118312848
0.0001728,-3971.001121,-0.115741965
1.73E-04,-3975.011994,-0.113170195
0.0001736,-3979.057941,-0.110599168
1.74E-04,-3983.137262,-0.108030499
0.0001744,-3987.248205,-0.10546579
1.75E-04,-3991.388961,-0.102906627
0.0001752,-3995.557668,-0.100354578
1.76E-04,-3999.752412,-0.097811191
0.000176,-4003.971227,-0.095277997
1.76E-04,-4008.212094,-0.092756503
0.0001768,-4012.472947,-0.09024819
1.77E-04,-4016.751669,-0.087754519
0.0001776,-4021.046098,-0.085276921
1.78E-04,-4025.354022,-0.082816803
0.0001784,-4029.673187,-0.08037554
1.79E-04,-4034.001296,-0.077954479
0.0001792,-4038.336009,-0.075554936
1.80E-04,-4042.674944,-0.073178195
0.00018,-4047.015685,-0.070825505
1.80E-04,-4051.355774,-0.068498084
0.0001808,-4055.692722,-0.066197112
1.81E-04,-4060.024005,-0.063923735
0.0001816,-4064.347068,-0.061679061
1.82E-04,-4068.659326,-0.059464162
0.0001824,-4072.958168,-0.057280071
1.83E-04,-4077.240958,-0.055127781
0.0001832,-4081.505038,-0.053008247
1.84E-04,-4085.747727,-0.050922384
0.000184,-4089.966328,-0.048871065
1.84E-04,-4094.158128,-0.046855124
0.0001848,-4098.3204,-0.044875352
1.85E-04,-4102.450407,-0.0429325
0.0001856,-4106.545403,-0.041027275
1.86E-04,-4110.602636,-0.039160343
0.0001864,-4114.619353,-0.037332328
1.87E-04,-4118.592798,-0.035543812
0.0001872,-4122.520219,-0.033795332
1.88E-04,-4126.39887,-0.032087386
0.000188,-4130.22601,-0.030420428
1.88E-04,-4133.998911,-0.028794867
0.0001888,-4137.714859,-0.027211075
1.89E-04,-4141.371155,-0.025669377
0.0001896,-4144.965119,-0.024170059
1.90E-04,-4148.494095,-0.022713365
0.0001904,-4151.955452,-0.021299498
1.91E-04,-4155.346585,-0.019928619
0.0001912,-4158.664922,-0.018600849
1.92E-04,-4161.907924,-0.01731627
0.000192,-4165.07309,-0.016074922
1.92E-04,-4168.157958,-0.014876809
0.0001928,-4171.160109,-0.013721895
1.93E-04,-4174.077169,-0.012610105
0.0001936,-4176.906813,-0.011541329
1.94E-04,-4179.646767,-0.01051542
0.0001944,-4182.294811,-0.009532193
1.95E-04,-4184.848784,-0.00859143
0.0001952,-4187.30658,-0.007692879
1.96E-04,-4189.666161,-0.006836252
0.000196,-4191.925549,-0.00602123
1.96E-04,-4194.082837,-0.005247463
0.0001968,-4196.136187,-0.004514567
1.97E-04,-4198.083833,-0.003822131
0.0001976,-4199.924085,-0.003169712
1.98E-04,-4201.65533,-0.002556841
0.0001984,-4203.276035,-0.001983021
1.99E-04,-4204.784748,-0.001447728
0.0001992,-4206.180102,-0.000950412
2.00E-04,-4207.460817,-0.000490502
0.0002,-4208.625698,-6.74E-05
2.00E-04,-4209.673642,0.000319511
0.0002008,-4210.603638,0.000670872
2.01E-04,-4211.414767,0.000987344
0.0002016,-4212.106206,0.001269604
2.02E-04,-4212.677228,0.00151835
0.0002024,-4213.127203,0.001734295
2.03E-04,-4213.455601,0.001918169
0.0002032,-4213.661991,0.002070716
2.04E-04,-4213.746044,0.002192693
0.000204,-4213.707533,0.002284871
2.04E-04,-4213.546333,0.00234803
0.0002048,-4213.262424,0.002382962
2.05E-04,-4212.855887,0.002390468
0.0002056,-4212.326912,0.002371356
2.06E-04,-4211.675788,0.002326441
0.0002064,-4210.902914,0.002256546
2.07E-04,-4210.008791,0.002162496
0.0002072,-4208.994026,0.002045121
2.08E-04,-4207.859329,0.001905252
0.000208,-4206.605516,0.001743726
2.08E-04,-4205.233508,0.001561374
0.0002088,-4203.744325,0.001359033
2.09E-04,-4202.139093,0.001137535
0.0002096,-4200.419039,0.000897709
2.10E-04,-4198.58549,0.000640383
0.0002104,-4196.639873,0.00036638
2.11E-04,-4194.583715,7.65E-05
0.0002112,-4192.418637,-0.000228397
2.12E-04,-4190.14636,-0.000547555
0.000212,-4187.768694,-0.000880161
2.12E-04,-4185.287547,-0.001225428
0.0002128,-4182.704915,-0.001582578
2.13E-04,-4180.022883,-0.001950843
0.0002136,-4177.243624,-0.002329466
2.14E-04,-4174.369396,-0.002717702
0.0002144,-4171.402539,-0.003114818
2.15E-04,-4168.345475,-0.003520096
0.0002152,-4165.200704,-0.003932829
2.16E-04,-4161.970801,-0.004352326
0.000216,-4158.658416,-0.004777911
2.16E-04,-4155.266269,-0.005208923
0.0002168,-4151.797148,-0.005644718
2.17E-04,-4148.253908,-0.006084668
0.0002176,-4144.639465,-0.006528162
2.18E-04,-4140.956797,-0.006974606
0.0002184,-4137.208938,-0.007423426
2.19E-04,-4133.398975,-0.007874064
0.0002192,-4129.530048,-0.008325981
2.20E-04,-4125.605344,-0.008778659
0.00022,-4121.628095,-0.009231596
2.20E-04,-4117.601576,-0.009684313
0.0002208,-4113.529099,-0.010136349
2.21E-04,-4109.414013,-0.010587262
0.0002216,-4105.259697,-0.011036633
2.22E-04,-4101.069562,-0.01148406
0.0002224,-4096.847041,-0.011929163
2.23E-04,-4092.595593,-0.012371585
0.0002232,-4088.318694,-0.012810984
2.24E-04,-4084.019835,-0.013247044
0.000224,-4079.702521,-0.013679467
2.24E-04,-4075.370267,-0.014107976
0.0002248,-4071.02659,-0.014532314
2.25E-04,-4066.675013,-0.014952246
0.0002256,-4062.319058,-0.015367557
2.26E-04,-4057.962239,-0.015778051
0.0002264,-4053.608068,-0.016183553
2.27E-04,-4049.260042,-0.01658391
0.0002272,-4044.921646,-0.016978985
2.28E-04,-4040.596347,-0.017368665
0.000228,-4036.287594,-0.017752853
2.28E-04,-4031.998809,-0.018131472
0.0002288,-4027.733389,-0.018504467
2.29E-04,-4023.494703,-0.018871797
0.0002296,-4019.286086,-0.019233444
2.30E-04,-4015.110836,-0.019589404
0.0002304,-4010.972214,-0.019939694
2.31E-04,-4006.87344,-0.020284348
0.0002312,-4002.817689,-0.020623417
2.32E-04,-3998.808088,-0.020956967
0.000232,-3994.847716,-0.021285083
2.32E-04,-3990.939598,-0.021607866
0.0002328,-3987.086706,-0.021925431
2.33E-04,-3983.291953,-0.02223791
0.0002336,-3979.558192,-0.022545449
2.34E-04,-3975.888213,-0.022848209
0.0002344,-3972.284744,-0.023146365
2.35E-04,-3968.750442,-0.023440105
0.0002352,-3965.287898,-0.023729631
2.36E-04,-3961.899632,-0.024015159
0.000236,-3958.588087,-0.024296914
2.36E-04,-3955.355636,-0.024575135
0.0002368,-3952.20457,-0.024850074
2.37E-04,-3949.137103,-0.025121989
0.0002376,-3946.155371,-0.025391154
2.38E-04,-3943.261423,-0.025657849
0.0002384,-3940.457227,-0.025922364
2.39E-04,-3937.744666,-0.026185
0.0002392,-3935.125536,-0.026446065
2.40E-04,-3932.601544,-0.026705874
0.00024,-3930.174309,-0.026964751
2.40E-04,-3927.845359,-0.027223026
0.0002408,-3925.616132,-0.027481036
2.41E-04,-3923.487972,-0.027739124
0.0002416,-3921.462131,-0.027997636
2.42E-04,-3919.539768,-0.028256927
0.0002424,-3917.721945,-0.028517353
2.43E-04,-3916.009631,-0.028779274
0.0002432,-3914.403699,-0.029043056
2.44E-04,-3912.904925,-0.029309065
0.000244,-3911.51399,-0.029577671
2.44E-04,-3910.231477,-0.029849245
0.0002448,-3909.057873,-0.030124159
2.45E-04,-3907.993568,-0.030402785
0.0002456,-3907.038855,-0.030685499
2.46E-04,-3906.193931,-0.030972672
0.0002464,-3905.458895,-0.031264678
2.47E-04,-3904.833751,-0.031561886
0.0002472,-3904.318408,-0.031864667
2.48E-04,-3903.912676,-0.032173388
0.000248,-3903.616274,-0.032488413
2.48E-04,-3903.428825,-0.032810103
0.0002488,-3903.349857,-0.033138816
2.49E-04,-3903.378808,-0.033474905
0.0002496,-3903.515021,-0.033818718
2.50E-04,-3903.75775,-0.0341706
0.0002504,-3904.106158,-0.034530887
2.51E-04,-3904.55932,-0.034899911
0.0002512,-3905.116222,-0.035277999
2.52E-04,-3905.775762,-0.035665467
0.000252,-3906.536756,-0.036062627
2.52E-04,-3907.397934,-0.036469781
0.0002528,-3908.357944,-0.036887224
2.53E-04,-3909.415352,-0.037315241
0.0002536,-3910.568645,-0.037754108
2.54E-04,-3911.816233,-0.038204093
0.0002544,-3913.156449,-0.038665452
2.55E-04,-3914.587552,-0.039138431
0.0002552,-3916.107727,-0.039623264
2.56E-04,-3917.715091,-0.040120176
0.000256,-3919.407689,-0.040629379
2.56E-04,-3921.183502,-0.041151071
0.0002568,-3923.040445,-0.041685441
2.57E-04,-3924.97637,-0.042232663
0.0002576,-3926.989069,-0.042792898
2.58E-04,-3929.076275,-0.043366292
0.0002584,-3931.235665,-0.04395298
2.59E-04,-3933.464863,-0.04455308
0.0002592,-3935.76144,-0.045166696
2.60E-04,-3938.122919,-0.045793918
0.00026,-3940.546776,-0.046434819
2.60E-04,-3943.03044,-0.047089458
0.0002608,-3945.571301,-0.047757878
2.61E-04,-3948.166709,-0.048440104
0.0002616,-3950.813976,-0.049136145
2.62E-04,-3953.510378,-0.049845997
0.0002624,-3956.253163,-0.050569633
2.63E-04,-3959.039545,-0.051307015
0.0002632,-3961.866715,-0.052058083
2.64E-04,-3964.731836,-0.052822762
0.000264,-3967.632052,-0.05360096
2.64E-04,-3970.564487,-0.054392564
0.0002648,-3973.526248,-0.055197448
2.65E-04,-3976.514429,-0.056015464
0.0002656,-3979.526112,-0.056846449
2.66E-04,-3982.55837,-0.057690219
0.0002664,-3985.608271,-0.058546575
2.67E-04,-3988.672879,-0.059415299
0.0002672,-3991.749257,-0.060296155
2.68E-04,-3994.834471,-0.061188888
0.000268,-3997.92559,-0.062093228
2.68E-04,-4001.019689,-0.063008885
0.0002688,-4004.113856,-0.063935553
2.69E-04,-4007.205187,-0.064872908
0.0002696,-4010.290795,-0.065820608
2.70E-04,-4013.367809,-0.066778296
0.0002704,-4016.433379,-0.067745599
2.71E-04,-4019.484674,-0.068722125
0.0002712,-4022.51889,-0.069707467
2.72E-04,-4025.533248,-0.070701205
0.000272,-4028.524998,-0.0717029
2.72E-04,-4031.491423,-0.072712101
0.0002728,-4034.429837,-0.073728342
2.73E-04,-4037.337591,-0.074751141
0.0002736,-4040.212075,-0.075780005
2.74E-04,-4043.050715,-0.076814429
0.0002744,-4045.850984,-0.077853893
2.75E-04,-4048.610396,-0.078897866
